QTY,Name,Type,URL
4,泪眼蜥,Pokémon,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CS3.5C/023.png
3,变涩蜥,Pokémon,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CS1aC/016.png
2,千面避役,Pokémon,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CS1aC/017.png
1,千面避役,Pokémon,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CS3.5C/025.png
3,炎帝V,Pokémon,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CS4DaC/056.png
1,藏玛然特V,Pokémon,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CS4DaC/313.png
1,雷公V,Pokémon,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CS4DaC/137.png
1,梦幻,Pokémon,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CSDC/002.png
3,熔接工,Trainer,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CSM2DC/329.png
1,老大的指令,Trainer,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CS4DaC/406.png
1,莉佳的款待,Trainer,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CSM2DC/294.png
1,玛俐,Trainer,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CSAC/022.png
1,奇巴纳,Trainer,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CS4aC/125.png
4,等级球,Trainer,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CS3bC/107.png
4,交错切换机,Trainer,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CS4.5C/049.png
3,先机球,Trainer,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CSAC/010.png
2,宝可梦通信,Trainer,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CSM2DC/265.png
2,回收网,Trainer,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CS1.5C/043.png
2,进化熏香,Trainer,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CSAC/011.png
2,能量输送,Trainer,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CS4DaC/367.png
1,离洞绳,Trainer,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CS3DC/127.png
1,山谷回声喇叭,Trainer,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CS3.5C/057.png
1,重置印章,Trainer,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CSM2DC/271.png
2,巨大炉灶,Trainer,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CSM2cC/147.png
1,通顶雪道,Trainer,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CS3.5C/063.png
3,坚韧斗篷,Trainer,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CS2aC/105.png
5,基本火能量,Energy,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CSAC/FIR.png
2,高温【火】能量,Energy,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CS1.5C/052.png
1,基本钢能量,Energy,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CSAC/MET.png
1,基本雷能量,Energy,https://miku-obs.obs.cn-north-4.myhuaweicloud.com/ptcg/img/CSAC/LIG.png
